trial index,file index,block index,beam_avg,beam_std,inj_avg,inj_std,ext_avg,ext_std,mid_avg,mid_std,bias_avg,bias_std,inj_p_avg,inj_p_std,ext_p_avg,ext_p_std
0,9,0,131.95353571428572,2.2228120107343607,121.95196428571421,0.005194277570604881,104.94035714285705,0.00424875841298904,101.40267857142852,0.004468504500109199,4.646416071428573,0.03317284089999867,1.0498214285714278e-07,1.336306209562117e-10,6.45232142857143e-09,5.001785395522e-11
0,9,1,100.04108928571425,2.2615548655880393,123.11624999999992,0.012871744954816898,103.71910714285715,0.003451895771253329,105.91321428571425,0.004712514425210277,3.7638500000000015,0.03273088060921279,1.0701785714285715e-07,2.328535574578573e-10,6.253392857142857e-09,5.0498489112025995e-11
0,9,2,106.66926785714286,1.6763343720594794,124.87732142857148,0.005219220223388101,105.91303571428567,0.004639609253589795,102.68053571428574,0.002272077829284964,3.728639285714286,0.17649566327772517,1.1078571428571433e-07,4.1403933560541084e-10,5.993035714285713e-09,4.906098775483954e-11
0,9,3,51.575374999999994,1.5544060492384515,121.4032142857142,0.0071623111701925165,103.54107142857141,0.009279218507173526,108.59982142857152,0.0013363062095609073,4.240880357142859,0.04767546508193935,1.0557142857142856e-07,4.993502271458852e-10,6.2941071428571434e-09,5.307890475386743e-11
0,9,4,50.463464285714274,1.167488165628722,118.47767857142851,0.00687315500627366,100.6101785714285,0.005874775486180076,104.39017857142865,0.0030097244987624438,4.428007142857142,0.06799728566011194,1.0512499999999993e-07,3.337119062359559e-10,6.238035714285713e-09,4.900536678799555e-11
0,9,5,140.45555357142857,2.2195987755336883,123.96446428571429,0.006005949431309804,102.37750000000004,0.00436931448752254,100.00017857142858,0.0030097244987624446,3.372257142857142,0.03976804042143688,1.0875000000000008e-07,4.767312946228001e-10,6.174821428571427e-09,5.749280022682911e-11
0,9,6,115.0684821428571,1.1092142180361317,127.0119642857144,0.004831579021823584,97.50142857142859,0.005197401948379081,100.00053571428573,0.0035263387436656832,2.9929553571428564,0.04180175689932339,1.1189285714285713e-07,3.6574066463306086e-10,6.0735714285714265e-09,4.999740252993413e-11
0,9,7,100.51544642857145,2.844765265405872,117.00946428571443,0.005852627337635959,107.01196428571441,0.004008918628682719,100.00035714285715,0.0018725633517980341,4.771560714285712,0.02147528540245471,1.0498214285714277e-07,2.3285355745785557e-10,6.494285714285712e-09,5.91717728422826e-11
0,9,8,110.64619642857144,1.2598758008000446,127.01178571428584,0.006635207157726323,97.01071428571443,0.0025987009741858477,106.21928571428573,0.00259870097418954,3.2471446428571435,0.04560677748534095,1.0439285714285719e-07,4.928053803045794e-10,6.348214285714286e-09,5.081542868271203e-11
0,9,9,73.94148214285714,1.0059989335087685,127.00589285714295,0.012026755886059028,101.28035714285713,0.002672612419125613,103.0500000000001,0.003302891295378425,3.1582821428571433,0.02064530857686,1.1569642857142863e-07,4.6396092535873986e-10,5.535892857142857e-09,4.555822590983935e-11
0,9,10,142.0218214285714,3.1721274713991523,121.21642857142858,0.009230103206077003,102.37553571428573,0.005366442145281765,99.99982142857142,0.0023285355745797554,4.852526785714283,0.04466875862113514,1.0523214285714279e-07,4.2602054703207065e-10,6.5266071428571415e-09,5.517828247728312e-11
0,9,11,147.6918928571429,1.3137918290695354,122.31553571428572,0.006583627863428839,98.04625000000007,0.01036822067666362,100.0,0.0019069251784921601,3.817444642857145,0.02526287912507819,1.0666071428571434e-07,4.777517694857355e-10,6.5248214285714295e-09,5.3868225460708446e-11
0,9,12,76.11796428571427,1.9468530407654456,117.61374999999997,0.012293753032999191,97.01017857142871,0.0013363062095609068,100.0007142857143,0.0025987009741895405,3.853205357142857,0.05878071551311509,1.0398214285714296e-07,2.3285355745785515e-10,6.300000000000001e-09,5.3086550256932515e-11
0,9,14,109.75851785714288,1.8453309630826906,123.41535714285713,0.006866065623257154,97.00946428571442,0.005852627337636886,102.98642857142843,0.0048349377841478865,3.6560232142857125,0.06257734411712633,1.0455357142857148e-07,5.016207497934813e-10,6.44142857142857e-09,5.501829683853353e-11
0,9,15,79.00203571428571,2.4419791374604767,126.95160714285704,0.0053178210555825224,100.24285714285705,0.00455842305838785,109.93982142857134,0.0013363062095609064,3.546535714285714,0.05047868831522837,1.0455357142857142e-07,5.016207497934813e-10,6.099107142857141e-09,4.925912137828934e-11
0,9,16,24.661142857142856,0.5002208031940016,117.01107142857157,0.0036574066463280755,97.01053571428585,0.002272077829284965,110.00017857142858,0.0013363062095628057,3.1923785714285726,0.03236865888358789,1.0387500000000005e-07,4.290581651605149e-10,5.898928571428574e-09,4.807866929895671e-11
0,9,17,49.185500000000005,2.0360881299018656,117.01071428571444,0.0025987009741858472,107.01196428571441,0.004831579021823587,106.09839285714293,0.0037059096364781005,4.505648214285715,0.041727893400725746,1.0817857142857138e-07,3.864591173082245e-10,5.790357142857144e-09,4.924758547710401e-11
0,9,18,54.803571428571395,1.3384197854477207,122.68214285714284,0.004558423058382062,107.00964285714299,0.009902118361842422,100.00035714285715,0.0018725633517980348,2.8421464285714286,0.03744890319688074,1.206428571428572e-07,4.834937784152258e-10,5.5032142857142874e-09,5.038423789809075e-11
0,9,19,93.45560714285712,2.639430321996648,122.56892857142863,0.012310907422219177,100.91499999999998,0.005393598899707978,102.07053571428568,0.0022720778292881923,3.446549999999999,0.07641585984835633,1.1396428571428577e-07,1.8725633517970687e-10,6.091071428571427e-09,4.83802578605092e-11
0,9,20,67.53033928571428,0.9119353102413204,124.3894642857144,0.0022720778292881928,99.20660714285714,0.005486109969492202,100.0,0.002696799449854348,2.8717517857142845,0.024185765844407642,1.1796428571428586e-07,3.7967860639736827e-10,5.855178571428571e-09,4.913769415645158e-11
0,9,21,34.48389285714286,0.8427127123666853,119.49392857142867,0.025203071344477593,98.47696428571419,0.004639609253589795,109.57107142857137,0.003120938919663394,3.1560625000000018,0.03756995202890928,1.0412500000000011e-07,4.290581651605143e-10,6.203214285714285e-09,5.424212193681027e-11
0,9,22,112.628375,2.136926097862833,120.79428571428578,0.006283352566940453,99.69517857142849,0.005042031130616306,100.12035714285707,0.0032831723651389148,3.7174749999999994,0.09350472083366604,1.1100000000000004e-07,3.813850356982353e-10,6.3223214285714265e-09,5.318889396818133e-11
0,9,23,106.45005357142858,3.0442613519368047,121.15964285714277,0.005381546149670057,97.01053571428585,0.0022720778292849653,101.0991071428572,0.0028773635118291385,3.762162500000002,0.052508328560161,1.0391071428571438e-07,2.8773635118317434e-10,6.521785714285714e-09,5.5205636828700315e-11
0,9,24,132.72339285714287,1.9342685032996663,122.62196428571424,0.00400891862868272,103.59642857142863,0.004834937784147882,100.12142857142852,0.004012965998344953,4.362657142857143,0.11581918487200472,1.0575000000000007e-07,4.3693144875264944e-10,6.36017857142857e-09,5.310336648902338e-11
0,9,25,124.8193214285714,4.03207215441906,119.5707142857142,0.00988242569728316,103.96321428571432,0.004712514425210275,100.7317857142856,0.003864591173078696,4.752555357142856,0.034195916394387876,1.0619642857142865e-07,4.00891862868635e-10,6.37732142857143e-09,5.445568912356236e-11
0,9,26,90.14358928571427,1.862891298998175,126.40089285714274,0.006681531047808746,103.90107142857137,0.0031209389196589564,100.06000000000007,7.169731178315615e-14,2.8181267857142864,0.1354088254020145,1.1657142857142853e-07,4.993502271458851e-10,5.7483928571428575e-09,4.8832805132849696e-11
0,9,27,114.87348214285716,3.252904548196169,121.15374999999995,0.011994316836053384,103.78035714285714,0.0026726124191256114,103.10999999999993,7.169731178315615e-14,4.261553571428572,0.03578636593750448,1.0905357142857151e-07,2.2720778292870236e-10,6.300178571428571e-09,5.1715693817379936e-11
0,9,28,115.77383928571427,1.2050690478412158,127.01375000000012,0.007022690497106018,107.01178571428584,0.0038645911730786973,106.09821428571436,0.003864591173078693,3.8967785714285705,0.0937235348619171,1.1033928571428567e-07,4.777517694857356e-10,6.036250000000002e-09,4.938025000857223e-11
0,9,30,133.4089821428571,1.6724515428889668,127.01321428571443,0.007162311170192511,104.02035714285726,0.0018725633517980352,107.19767857142848,0.004260205470322907,4.381076785714286,0.03125423602458603,1.0999999999999987e-07,1.3354665000579534e-22,6.205535714285711e-09,5.091596080734482e-11
0,9,31,81.87767857142856,1.9905917448852222,125.7991071428572,0.014927313064466909,103.9008928571428,0.002877363511829138,110.0,0.0,3.4320392857142843,0.025092053639432503,1.0821428571428565e-07,4.1403933560541627e-10,6.257142857142856e-09,5.055021934002538e-11
0,9,32,79.0174107142857,1.6074184925105655,117.00910714285727,0.00837241916039879,102.50035714285715,0.0018725633517980343,100.06000000000007,7.169731178315615e-14,3.656024999999999,0.04883382676346016,1.1146428571428574e-07,5.032362797401944e-10,6.066249999999999e-09,4.777075940934431e-11
0,9,33,143.20828571428572,1.5847691740644552,127.01267857142871,0.006739590337850008,97.0101785714287,0.0013363062095609064,102.986607142857,0.0047775176948530295,3.4454553571428574,0.012525637993445868,1.0442857142857145e-07,4.993502271458853e-10,6.464642857142856e-09,5.183765867728655e-11
0,9,34,130.24242857142858,1.7300816150705738,127.012142857143,0.004941212848638738,104.57517857142852,0.006873155006275108,104.75875000000012,0.003337119062361281,3.9917285714285717,0.05865177270601843,1.0664285714285717e-07,4.834937784152261e-10,6.3380357142857144e-09,5.272293421470196e-11
0,10,0,61.205982758620685,2.5195003576759216,118.59603448275875,0.0059055891375085065,103.23155172413782,0.003652311999279995,105.06155172413801,0.0045118651132023575,4.253744827586209,0.041218302749490954,1.071206896551724e-07,4.220911270569806e-10,6.206034482758621e-09,4.9094954726044223e-11
0,10,1,82.6503793103448,2.824823067445365,119.63327586206908,0.004734320764742416,107.86258620689645,0.0044170105106507975,105.6717241379311,0.004245919004312967,4.44576551724138,0.034204916809404594,1.072068965517241e-07,4.4950735956566194e-10,6.312586206896552e-09,5.219935957218177e-11
0,10,2,132.20806896551724,1.8230084241326354,124.20931034482761,0.003168966274262943,103.53896551724137,0.003072032970181574,104.4529310344827,0.004591609697348721,4.3702310344827575,0.040187486954063475,1.0963793103448272e-07,4.847960635468153e-10,6.185344827586205e-09,4.9069071162052784e-11
0,10,3,104.13481034482754,3.2463088969825327,123.04655172413801,0.009281508524154266,104.20620689655169,0.0061637270016178195,105.73051724137916,0.002915424072009253,4.006703448275862,0.03278124712910399,1.0829310344827581e-07,4.591609697352936e-10,6.218275862068968e-09,5.00223785370804e-11
0,10,4,112.63172413793106,2.0718369490907493,124.69465517241365,0.005031660198755755,102.49620689655173,0.01196890506459522,98.8406896551725,0.0025560859370515046,2.8751982758620676,0.13000133264010508,1.1337931034482753e-07,4.894531931780174e-10,5.989655172413792e-09,4.877321371701414e-11
0,10,5,54.025000000000006,2.75088246765964,118.23103448275845,0.004844839965277544,104.75672413793112,0.004734320764742417,106.40172413793096,0.0038103879410522758,4.2159896551724145,0.04616453674099388,1.0851724137931033e-07,5.040669445356509e-10,6.088275862068966e-09,4.7798477955452136e-11
0,10,6,106.95496551724139,3.630472599681161,123.84517241379321,0.007777921814698355,104.02086206896564,0.0028312062760640863,106.46034482758624,0.0018405922401001369,3.9393103448275855,0.035072804927650705,1.0850000000000001e-07,5.043668951391292e-10,6.241896551724136e-09,4.6883839154507144e-11
0,10,7,64.87136206896554,4.339910972885399,124.095,0.017893446805925407,109.81896551724134,0.003072032970177207,97.07293103448272,0.004958997029911235,5.014205172413793,0.09020566447070458,1.18948275862069e-07,3.9391929857916407e-10,5.8860344827586195e-09,5.136520957799083e-11
0,10,8,135.06989655172413,2.006610554874879,120.11844827586204,0.009328643709909759,108.1094827586206,0.0022340379562222697,98.7193103448276,0.005576287190094149,4.145337931034484,0.2018137527937502,1.1131034482758627e-07,4.666753088820358e-10,6.126896551724139e-09,4.892553943446537e-11
0,10,9,108.33449999999999,8.671796983385429,118.59706896551735,0.006491187194322356,103.90120689655166,0.003286114437196946,100.00086206896553,0.006007154435858116,4.588137931034482,0.04738271143584645,1.0625862068965524e-07,4.417010510648524e-10,6.764827586206896e-09,7.061736229305993e-11
0,10,10,95.48329310344826,0.8490310061624875,124.93982758620675,0.004772501389205752,101.40362068965513,0.005197258340012669,103.10982758620685,0.003500064816617074,3.441531034482759,0.01240373750827662,1.1506896551724135e-07,3.1689662742649733e-10,5.8839655172413785e-09,4.633742207779239e-11
0,10,11,134.20427586206898,1.4927146563801321,120.12155172413787,0.003652311999279995,108.1091379310344,0.0028312062760640876,98.71879310344825,0.005323758798398523,4.0649672413793105,0.1850612903574049,1.1198275862068961e-07,1.3130643285972205e-10,6.071379310344827e-09,5.558140152971381e-11
0,10,12,134.68877586206895,2.6636898036245613,120.30482758620704,0.005694373742301939,108.41637931034482,0.007181427278867483,98.65999999999994,0.004188539082916717,4.554694827586207,0.18454899831696267,1.1081034482758626e-07,3.954520642861963e-10,6.2225862068965515e-09,5.206474865037397e-11
0,10,13,136.0213448275862,2.530428259653587,119.9375862068964,0.006833956709498153,108.6591379310344,0.0028312062760600617,98.9006896551724,0.005882495283141376,4.821115517241378,0.23357341518526192,1.104137931034483e-07,4.96813804601713e-10,6.278793103448276e-09,4.9526798919900724e-11
0,10,14,129.4421724137931,2.6623578399602077,119.93999999999988,0.004588314677410323,109.02500000000006,0.0050436689513938295,98.90293103448275,0.006756055292961952,5.00611551724138,0.22296519420117208,1.1020689655172408e-07,4.086185837739678e-10,6.306724137931034e-09,5.222716679083975e-11
0,10,15,135.69206896551725,1.579868269681456,119.8162068965517,0.0055654278084278945,108.41396551724137,0.006472520909256854,98.90241379310339,0.007086024007658424,4.258598275862068,0.20386949428183115,1.1172413793103447e-07,4.5085118127692717e-10,6.15396551724138e-09,5.409347514475785e-11
0,10,16,136.4231206896552,3.120344167238699,124.87741379310347,0.005480538079478835,104.08517241379313,0.0050406694453590485,104.02258620689658,0.006638628273971331,4.635053448275862,0.10806850364064848,1.0993103448275851e-07,2.556085937053818e-10,6.6320689655172415e-09,6.054601326031378e-11
0,10,17,136.56834482758626,2.1266012547141324,124.99931034482758,0.0055762871900941514,104.08413793103449,0.004968138046019695,103.96275862068966,0.006432675209027093,4.647999999999999,0.08471170717990126,1.088275862068966e-07,3.810387941055775e-10,6.559827586206895e-09,5.326172976189627e-11
0,10,18,137.71286206896553,2.265659661100826,125.13448275862059,0.021535153944525025,103.9646551724138,0.006809569438275599,103.90362068965511,0.006406760645765944,4.664722413793103,0.13503242631114537,1.0818965517241374e-07,3.954520642862016e-10,6.486551724137929e-09,5.266750135263282e-11
0,10,19,136.26653448275863,2.3887344018642445,125.30413793103462,0.005309535532805998,103.90120689655166,0.0032861144371969485,103.65965517241374,0.005286698714989399,4.783901724137931,0.1024798234166196,1.0699999999999998e-07,1.8731716231633923e-10,6.518620689655173e-09,5.086784652452232e-11
0,10,20,138.00110344827584,2.4865833297473414,125.60810344827574,0.005447322391244174,103.96362068965517,0.004847960635470657,104.27000000000014,0.006488856845229211,4.61671724137931,0.13258625148741687,1.0801724137931023e-07,2.2875554333959084e-10,6.362758620689659e-09,5.0948653321330226e-11
0,10,21,131.12474137931034,2.5608036742901086,125.85637931034476,0.004847960635470655,104.20741379310344,0.005150487909974461,104.14741379310337,0.006368878506466987,4.722970689655174,0.06269897732348426,1.0698275862068964e-07,1.3130643285972212e-10,6.456724137931035e-09,5.1652955657843794e-11
0,10,22,138.5033965517241,6.044314927702814,125.18051724137932,0.008465080759005601,103.77982758620688,0.0013130643285978983,104.20534482758616,0.005986979217029845,4.608089655172415,0.17833370030097195,1.0991379310344816e-07,2.8312062760626247e-10,6.2525862068965524e-09,8.003421077346785e-11
